Store_Number,Store_Name,Status,WFM_Region,WFM_Region_Abbr,Op_Area,UNFI_DC,UNFI_Region,Distributor,Merch_Partner,Wire_Rack,DC_Source,Address,City,State,Zip,Latitude,Longitude
10286,Las Vegas Blvd,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,6689 S Las Vegas Blvd,Las Vegas,NV,89119,36.0674477,-115.1744
10402,Laurelhurst,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,UNFI,Basemakers,No,mapped,2825 E Burnside St,Portland,OR,97214,45.5231171,-122.6367
10838,Lenox Hill,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,No,inferred (region modal),1175 3rd Ave,New York,NY,10065,40.767334,-73.9621
10577,Lexington,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,4059 Finn Way,Lexington,KY,40517,37.9775887,-84.5286
10325,Lexington_Old,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),161 Lexington Green Cir Ste A2,Lexington,KY,40503,37.9941368,-84.5238
10493,Lincoln,Open,Rocky Mountain,RM,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,6055 O St,Lincoln,NE,68510,40.8129082,-96.639
10252,Lincoln Park,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,Yes,mapped,1550 N Kingsbury St,Chicago,IL,60642,41.9091301,-87.6531
10296,Little Rock,Closed,Southwest,SW,Midwest,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),10700 N Rodney Parham Rd,Little Rock,AR,72212,34.7717247,-92.3919
10442,Long Beach,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",West,Unknown,Uncovered,No,mapped,6550 E Pacific Coast Hwy,Long Beach,CA,90803,33.7548943,-118.1094
10688,Long Beach Lakewood,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,3881 N Lakewood Blvd Ste A,Long Beach,CA,90808,33.8298378,-118.1442
10701,Long Beach Relocation,Open,Southern Pacific,SP,California,"Moreno Valley, CA",,UNFI,Basemakers,No,inferred (region modal),6400 E Pacific Coast Hwy,Long Beach,CA,90803,33.7575226,-118.1114
10554,Longmont,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,1250 S Hover St Ste 300,Longmont,CO,80501,40.1451912,-105.1294
10675,Los Alamitos,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),3131 Katella Ave,Los Alamitos,CA,90720,33.79558,-118.0637
10155,Los Altos,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,4800 El Camino Real,Los Altos,CA,94022,37.3989906,-122.1106
10027,Los Gatos,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,15980 Los Gatos Blvd,Los Gatos,CA,95032,37.2361183,-121.9614
10186,Louisville,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,4944 Shelbyville Rd,Louisville,KY,40207,38.2485046,-85.627
10452,Lynnfield,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,100 Market St,Lynnfield,MA,1940,42.514183,-71.0322
10436,Lynnwood,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,UNFI,Basemakers,No,mapped,2800 196th St SW,Lynnwood,WA,98036,47.8198128,-122.2725
10043,Madison,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,Unknown,Uncovered,No,mapped,3313 University Ave,Madison,WI,53705,43.0748787,-89.4442
10630,Madison Broadway,Closed,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,Unknown,Uncovered,No,mapped,1001 Broadway,Seattle,WA,98122,47.6113014,-122.321
10776,Madison Segoe,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,UNFI,Uncovered,No,inferred (region modal),4710 Madison Yards Way,Madison,WI,53705,43.0747414,-89.4578
10441,Malibu,Open,Southern Pacific,SP,California,"Moreno Valley, CA",,UNFI,Basemakers,No,inferred (region modal),23401 Civic Center Way,Malibu,CA,90265,34.038517,-118.6864
10631,Mandeville,Open,Southwest,SW,Southeast,"Lancaster, TX",West,UNFI,Uncovered,No,mapped,3450 Highway 190,Mandeville,LA,70471,30.3905373,-90.0859
10063,Manhasset,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,2101 Northern Blvd,Manhasset,NY,11030,40.7972145,-73.6708
10713,Manhattan West,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,Yes,inferred (region modal),368 10th Ave,New York,NY,10001,40.7527618,-74
10490,Maple Grove,Open,Midwest,MW,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,12201 Elm Creek Blvd N,Maple Grove,MN,55369,45.0915298,-93.4359
10597,Market Square,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,320 E Market St,Indianapolis,IN,46204,39.7685928,-86.1524
10451,Marlboro,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,No,mapped,113 Route 9 South,marlboro,NJ,7726,40.3519135,-74.3093
10086,Marlton,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,940 Route 73 N,Marlton,NJ,8053,39.9080734,-74.938
10340,Mason,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,5805 Deerfield Blvd,Mason,OH,45040,39.3076057,-84.3166
10749,Massapequa,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,Yes,inferred (region modal),5214 Sunrise Hwy,Massapequa,NY,11762,40.6761665,-73.4437
10374,Maui Mall Maui,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,70 E Kaahumanu Ave Ste B,Kahului,HI,96732,20.891489,-156.4644
10321,McEwen,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,1566 W McEwen Dr,Franklin,TN,37067,35.9344444,-86.8247
10819,McKinney,Open,Southwest,SW,Central West,"Lancaster, TX",,UNFI,Final Touch,No,inferred (region modal),8701 W University Dr,McKinney,TX,75071,33.2175789,-96.7319
10356,Meadowood CLOSED,Closed,Northern California,NC,Central West,"Rocklin, CA",,Unknown,Uncovered,No,inferred (region modal),5695 S. Virginia St.,Reno,NV,89502,39.473423,-119.7882
10380,Medford,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,2151 Mystic Valley Pkwy,Medford,MA,2155,42.4171333,-71.1267
10510,Melrose,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,880 Main St,Melrose,MA,2176,42.4647446,-71.0624
10342,Merchants Walk,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,1311 Johnson Ferry Rd Ste 580,Marietta,GA,30068,33.9809914,-84.4278
10141,Metcalf,Closed,Rocky Mountain,RM,Midwest,"Aurora, CO",West,Unknown,Uncovered,No,mapped,7401 W 91st St,Overland Park,KS,66212,38.9634323,-94.6713
10602,Metuchen,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,No,mapped,645 Middlesex Ave,Metuchen,NJ,8840,40.5397987,-74.366
10191,Miami,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,No,mapped,299 SE 3rd St,Miami,FL,33131,25.7720776,-80.1896
10781,Miami Midtown,Open,Florida,FL,Southeast,"Sarasota, FL",,UNFI,Final Touch,No,inferred (region modal),2910 Biscayne Blvd,Miami,FL,33137,25.8045483,-80.1896
10213,Middletown,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,No,mapped,471 State Route 35,Red Bank,NJ,7701,40.3753738,-74.0873
10650,Midtown Atlanta,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,22 14th St NW Ste C,Atlanta,GA,30309,33.7863998,-84.389
10465,Midtown Detroit,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,115 Mack Ave,Detroit,MI,48201,42.3484917,-83.0567
10645,Midtown Houston,Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),515 Elgin St,Houston,TX,77006,29.7441998,-95.3807
10723,Midtown Tampa,Open,Florida,FL,Southeast,"Sarasota, FL",,UNFI,Uncovered,No,inferred (region modal),3740 Midtown Dr,Tampa,FL,33607,27.9524555,-82.5047
10389,Milford,Open,Northeast,NE,North Atlantic & International,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,No,mapped,1686 Boston Post Rd,Milford,CT,6460,41.2482529,-73.0252
10412,Mill Plain,Closed,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,Unknown,Uncovered,No,mapped,815 SE 160th Ave,Vancouver,WA,98683,45.6146126,-122.5061
10009,Mill Valley,Closed,Northern California,NC,California,"Rocklin, CA",West,Unknown,Uncovered,No,mapped,414 Miller Ave,Mill Valley,CA,94941,37.8961105,-122.5362
10312,Millburn Union,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,2245 Springfield Ave,Vauxhall,NJ,7088,40.7170372,-74.2868
10060,"Millburn, NJ",Closed,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,No,inferred (region modal),187 Millburn Ave,Millburn,NJ,7041,40.7230453,-74.2962
10197,Milwaukee,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,2305 N Prospect Ave,Milwaukee,WI,53211,43.0603256,-87.8838
10422,Minnetonka,Open,Midwest,MW,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,1001 Plymouth Rd,Minnetonka,MN,55305,44.9739571,-93.4457
10521,Mobile,Closed,South,SO,Southeast,"Atlanta, GA",East,Unknown,Uncovered,No,mapped,3968 Airport Blvd,Mobile,AL,36608,30.677103,-88.151
10398,Montana Avenue,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,1425 Montana Ave,Santa Monica,CA,90403,34.0327988,-118.4947
10059,Montclair,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,701 Bloomfield Ave,Montclair,NJ,7042,40.8184738,-74.223
10087,Monterey,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,800 Del Monte Ctr,Monterey,CA,93940,36.5833817,-121.9004
10610,Montgomery,Closed,South,SO,Southeast,"Atlanta, GA",East,Unknown,Uncovered,No,mapped,1450 Taylor Rd,Montgomery,AL,36117,32.3585968,-86.1727
10346,Montrose,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,701 Waugh Dr,Houston,TX,77019,29.7580338,-95.3976
10519,Morristown,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,110 Washington St,Morristown,NJ,7960,40.7992363,-74.4888
10064,Mount Washington,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,1330 Smith Ave,Baltimore,MD,21209,39.3682976,-76.6495
10209,Mountain Brook,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,3100 Cahaba Village Plz,Mountain Brk,AL,35243,33.4600868,-86.7523
10564,My Street Grocery 365,Closed,Pacific Northwest,PN,Central West,"Ridgefield, WA",,Unknown,Uncovered,No,inferred (region modal),4302 NE Sandy Blvd,Portland,OR,97213,45.5364458,-122.6188
10288,Napa,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,3682 Bel Aire Plz,Napa,CA,94558,38.3235016,-122.3066
10129,Naperville,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,2607 W 75th St,Naperville,IL,60540,41.7488937,-88.2
10322,Napleone (base),Closed,Florida,FL,Southeast,"Sarasota, FL",,Unknown,Uncovered,No,inferred (region modal),6424 Naples Blvd,Naples,FL,34109,26.2214375,-81.7704
10192,Naples,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Uncovered,No,mapped,9101 Strada Pl,Naples,FL,34108,26.2546253,-81.8002
10843,Nashua South,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",,Rainforest,Final Touch,No,inferred (region modal),272 Daniel Webster Hwy,Nashua,NH,3060,42.7067909,-71.4412
10685,Nashville Downtown,Open,South,SO,Southeast,"Atlanta, GA",,UNFI,Basemakers,No,inferred (region modal),1202 Broadway,Nashville,TN,37203,36.1562996,-86.7886
10295,"Nashville, TN (Hillsboro Pike)",Closed,South,SO,Southeast,"Atlanta, GA",,Unknown,Uncovered,No,inferred (region modal),3909 Hillsborough Pike,Nashville,TN,,36.1052895,-86.8153
10435,New Center Point,Closed,Rocky Mountain,RM,Central West,"Aurora, CO",,Unknown,Uncovered,No,inferred (region modal),3180 New Center Pt,Colorado Springs,CO,80922,38.8780823,-104.7184
10003,"New Orleans, LA (Esplanade)",Closed,Southwest,SW,Southeast,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),3135 Esplanade,New Orleans,LA,70119,29.9798794,-90.0829
10559,Newark,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,No,mapped,633 Broad St,Newark,NJ,7102,40.7400589,-74.1701
10468,Newport Beach,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,415 Newport Center Dr,Newport Beach,CA,92660,33.6166267,-117.8738
10525,Newport News,Open,Mid-Atlantic,MA,Southeast,"York, PA",East,UNFI,Uncovered,No,mapped,12090 Jefferson Ave Ste 100,Newport News,VA,23606,37.1038971,-76.4896
10013,Newton,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Uncovered,No,mapped,916 Walnut St,Newton,MA,2461,42.3300171,-71.2064
10092,Newtonville,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,647 Washington St,Newtonville,MA,2458,42.3541298,-71.2001
10625,Newtown,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,3737 W Chester Pike,Newtown Square,PA,19073,39.9878235,-75.4039
10773,NoMad,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,Yes,inferred (region modal),63 Madison Ave,New York,NY,10016,40.7438011,-73.9857
10379,Noe Valley,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Basemakers,No,mapped,3950 24th St,San Francisco,CA,94114,37.751915,-122.4308
10686,North Hollywood,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),5101 Lankershim Blvd,North Hollywood,CA,91601,34.1629302,-118.3736
10477,North Miami,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,No,mapped,12150 Biscayne Blvd,North Miami,FL,33181,25.8878632,-80.1653
10462,North Nashua,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,225 Amherst St,Nashua,NH,3063,42.7795715,-71.4965
10338,North Raleigh,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,8710 Six Forks Rd,Raleigh,NC,27615,35.8992729,-78.6506
10052,North Wales,Closed,Mid-Atlantic,MA,Northeast,"York, PA",East,Unknown,Uncovered,No,mapped,1210 Bethlehem Pike,North Wales,PA,19454,40.2087975,-75.2272
10244,Northbrook,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,840 Willow Rd Ste M,Northbrook,IL,60062,42.1066284,-87.8008
10697,Northside Buckhead,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,3535 Northside Pkwy NW,Atlanta,GA,30327,33.8501816,-84.4296
10234,Novato,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,790 De Long Ave,Novato,CA,94945,38.1058807,-122.5654
10429,"ORA Tucson, AZ (Oracle) - CLOSED",Closed,Southern Pacific,SP,Central West,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),7133 North Oracle Road,Tucson,AZ,85704,32.3365555,-110.9783
10278,"OSU Upper Arlington, OH (West Lane) CLOSED",Closed,Mid-Atlantic,MA,Midwest,"York, PA",,Unknown,Uncovered,No,inferred (region modal),1555 Lane Street,Upper Arlington,OH,43221,40.0064545,-83.0555
10432,Ocean,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Basemakers,No,mapped,1150 Ocean Ave,San Francisco,CA,94112,37.7237015,-122.4544
10448,Ohio State,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),,Upper Arlington,OH,,40.0064545,-83.0555
10376,Oklahoma City,Open,Southwest,SW,Midwest,"Lancaster, TX",West,UNFI,Uncovered,No,mapped,6001 N Western Ave,Oklahoma City,OK,73118,35.5340385,-97.5304
10538,Olathe,Open,Rocky Mountain,RM,Midwest,"Aurora, CO",West,UNFI,Uncovered,No,mapped,14615 W 119th St,Olathe,KS,66062,38.9114647,-94.7566
10185,Old Town,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,1700 Duke St,Alexandria,VA,22314,38.8040886,-77.06
10740,One Chicago,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,UNFI,Final Touch,No,inferred (region modal),3 W Chicago Ave,Chicago,IL,60654,41.8964653,-87.6285
10696,One Wall Street,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,No,inferred (region modal),66 Broadway,New York,NY,10005,40.7074013,-74.0119
10469,Oracle 2,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,7133 N Oracle Rd,Tucson,AZ,85704,32.3365555,-110.9783
10664,Orange Village,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,50 Wall St,Beachwood,OH,44122,41.4500885,-81.4849
10481,Orland Park,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,15260 S La Grange Rd,Orland Park,IL,60462,41.6127014,-87.855
10410,Overland Park,Closed,Rocky Mountain,RM,Midwest,"Aurora, CO",West,Unknown,Uncovered,No,mapped,6621 W 119th St,Overland Park,KS,66209,38.9115677,-94.6625
10800,Overland Park New,Open,Rocky Mountain,RM,Midwest,"Aurora, CO",,UNFI,Uncovered,No,inferred (region modal),11900 Metcalf Ave,Overland Park,KS,66213,38.9124222,-94.669
10318,Oxnard,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,650 Town Center Dr,Oxnard,CA,93036,34.2402573,-119.1794
10135,P Street,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,1440 P St NW,Washington,DC,20005,38.9093704,-77.0334
10277,"POP Memphis, TN (Poplar)-EXPIRED",Closed,South,SO,Southeast,"Atlanta, GA",,Unknown,Uncovered,No,inferred (region modal),5022 Poplar Avenue,Memphis,TN,38112,35.113018,-89.8945
10089,"PRS Dallas, TX (Preston Forest) EXPIRED",Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),11661 Preston Rd,Dallas,TX,75240,32.9081993,-96.8054
10055,"PTN Palatine, IL (CLOSED)",Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),1331 N Rand Rd,Palatine,IL,60067,42.136879,-88.0151
10225,Pacific Coast Hwy,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,760 S Pacific Coast Hwy,El Segundo,CA,90245,33.9063187,-118.3928
10188,Palm Beach Gardens,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,No,mapped,11701 Lake Victoria Gardens Ave,Palm Beach Gardens,FL,33410,26.8482342,-80.0943
10359,Palm Desert,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Uncovered,No,mapped,44459 Town Center Way,Palm Desert,CA,92260,33.7255898,-116.3999
10005,Palo Alto,Open,Northern California,NC,California,"Gilroy, CA",West,UNFI,Uncovered,No,mapped,774 Emerson St,Palo Alto,CA,94301,37.4422798,-122.1594
10172,Paradise Valley,Closed,Southern Pacific,SP,Central West,"Moreno Valley, CA",West,Unknown,Uncovered,No,mapped,10810 N Tatum Blvd,Phoenix,AZ,85028,33.5850449,-111.9791
10788,Paradise Valley Mall,Open,Southern Pacific,SP,Central West,"Moreno Valley, CA",,UNFI,Uncovered,No,inferred (region modal),12500 N Tatum Blvd,Phoenix,AZ,85032,33.6007805,-111.9819
10279,Paramus,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,300 Bergen Town Ctr,Paramus,NJ,7652,40.9138451,-74.0573
10440,Park City,Closed,Rocky Mountain,RM,Central West,"Aurora, CO",,Unknown,Uncovered,No,inferred (region modal),1748 Redstone Center Dr,Park City,UT,84098,40.7213783,-111.5431
10239,Park Lane,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,8190 Park Ln Ste 351,Dallas,TX,75231,32.8679962,-96.768
10495,Park Ridge,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,225 W Touhy Ave,Park Ridge,IL,60068,42.0107079,-87.8246
10826,Parker,Open,Rocky Mountain,RM,Central West,"Aurora, CO",,UNFI,Basemakers,No,inferred (region modal),8665 Kings Point Way,Parker,CO,80138,39.5592346,-104.7749
10098,Parkway,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,801 E Lamar Blvd,Arlington,TX,76011,32.7669182,-97.0989
10501,Parsippany,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,Yes,inferred (region modal),60 Waterview Blvd,Parsippany,NJ,7054,40.8753319,-74.4319
10108,Pasadena,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,3751 E Foothill Blvd,Pasadena,CA,91107,34.151104,-118.0722
10392,"Pasadena, CA (Lake)",Closed,Southern Pacific,SP,California,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),603 S. Lake Avenue,Pasadena,CA,91106,34.1356621,-118.1328
10083,Pearl,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,2905 Pearl St,Boulder,CO,80301,40.0238571,-105.2559
10193,Pembroke Pines,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,Yes,mapped,14956 Pines Blvd,Pembroke Pines,FL,33027,26.0065117,-80.3497
10531,Pentagon City,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,Yes,mapped,520 12th St S Ste 100,Arlington,VA,22202,38.8626938,-77.0546
10138,Petaluma,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,621 E Washington St,Petaluma,CA,94952,38.241188,-122.6344
10067,Philadelphia,Closed,Mid-Atlantic,MA,Northeast,"York, PA",,Unknown,Uncovered,No,inferred (region modal),2001 Pennsylvania Ave,Philadelphia,PA,19130,39.9615517,-75.1725
10514,Philly Center City,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,2101 Pennsylvania Ave,Philadelphia,PA,19130,39.9631844,-75.1743
10146,Pikes Peak,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Basemakers,No,mapped,7635 N Academy Blvd,Colorado Springs,CO,80920,38.9420166,-104.7976
10274,Pinecrest,Closed,Florida,FL,Southeast,"Sarasota, FL",East,Unknown,Uncovered,No,mapped,11701 S Dixie Hwy,Pinecrest,FL,33156,25.6622448,-80.3247
10694,Pittsburgh,Open,Mid-Atlantic,MA,Midwest,"York, PA",,UNFI,Uncovered,No,inferred (region modal),5700 Penn Ave,Pittsburgh,PA,15206,40.4622002,-79.9286
10181,Pittsburgh OLD,Closed,Mid-Atlantic,MA,Midwest,"York, PA",East,Unknown,Uncovered,No,mapped,5880 Centre Ave,Pittsburgh,PA,15206,40.4584579,-79.9289
10030,Plano,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,Yes,mapped,2201 Preston Rd Ste C,Plano,TX,75093,33.0292816,-96.7968
10069,Plantation,Closed,Florida,FL,Southeast,"Sarasota, FL",,Unknown,Uncovered,No,inferred (region modal),7720 Peters Rd,Plantation,FL,33324,26.1041698,-80.252
10536,Playa Vista,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,12746 W Jefferson Blvd,Playa Vista,CA,90094,33.9769325,-118.4182
10079,Plymouth,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),123 Main Street,Austin,TX,78703,42.2955093,-83.7061
10249,Plymouth Meeting,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,500 W Germantown Pike,Plymouth Meeting,PA,19462,40.1141815,-75.2811
10352,Pompano Beach,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,No,mapped,2411 N Federal Hwy,Pompano Beach,FL,33064,26.2615204,-80.101
10196,Ponce de Leon,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,650 Ponce de Leon Ave NE,Atlanta,GA,30308,33.7748032,-84.3658
10480,Poplar Avenue,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,5014 Poplar Ave,Memphis,TN,38117,35.1131477,-89.8942
10483,Port Chester,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,575 Boston Post Rd,Port Chester,NY,10573,40.9925423,-73.6755
10175,Porter Ranch,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",West,Unknown,Uncovered,No,mapped,19340 Rinaldi St,Northridge,CA,91326,34.2733612,-118.5549
10695,Porter Ranch New,Open,Southern Pacific,SP,California,"Moreno Valley, CA",,UNFI,Basemakers,No,inferred (region modal),20209 Rinaldi St,Porter Ranch,CA,91326,34.2757988,-118.5747
10148,Portland,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,UNFI,Basemakers,No,mapped,1210 NW Couch St,Portland,OR,97209,45.5235062,-122.6834
10291,Portland ME,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,2 Somerset St,Portland,ME,4101,43.6632996,-70.2588
10778,Portsmouth,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",,Rainforest,Uncovered,No,inferred (region modal),1600 Woodbury Ave,Portsmouth,NH,3801,43.0892181,-70.7937
10251,Post Oak,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,1700 Post Oak Blvd,Houston,TX,77056,29.7492981,-95.4619
